circle,cluster,Time,Attempt,Answered,CSSR,ASR,Day_of_week,Hour
Andhra Pradesh,cluster 3,2023-07-03-20,7449328,4153104,99.93,52.96,Monday,20
Andhra Pradesh,cluster 3,2023-07-03-21,512731,243185,99.75,41.27,Monday,21
Andhra Pradesh,cluster 3,2023-07-03-22,250253,119240,99.9,40.01,Monday,22
Andhra Pradesh,cluster 3,2023-07-03-23,159855,76127,99.86,39.31,Monday,23
Andhra Pradesh,cluster 3,2023-07-04-00,169979,82043,99.9,39.9,Tuesday,0
Andhra Pradesh,cluster 3,2023-07-04-01,285959,141508,99.88,41.7,Tuesday,1
Andhra Pradesh,cluster 3,2023-07-04-02,892173,451954,99.79,43.59,Tuesday,2
Andhra Pradesh,cluster 3,2023-07-04-03,2749149,1469358,99.82,48.13,Tuesday,3
Andhra Pradesh,cluster 3,2023-07-04-04,5157037,2876976,99.89,51.33,Tuesday,4
Andhra Pradesh,cluster 3,2023-07-04-05,7251871,4104606,99.77,52.96,Tuesday,5
Andhra Pradesh,cluster 3,2023-07-04-06,8710145,4923037,99.78,53.74,Tuesday,6
Andhra Pradesh,cluster 3,2023-07-04-07,9620373,5430438,99.81,54.15,Tuesday,7
Andhra Pradesh,cluster 3,2023-07-04-08,9649359,5463499,99.98,54.32,Tuesday,8
Andhra Pradesh,cluster 3,2023-07-04-09,9257659,5265166,99.84,54.29,Tuesday,9
Andhra Pradesh,cluster 3,2023-07-04-10,8521220,4840783,99.77,53.72,Tuesday,10
Andhra Pradesh,cluster 3,2023-07-04-11,7449337,4153180,99.73,52.84,Tuesday,11
Andhra Pradesh,cluster 3,2023-07-04-12,512741,243115,99.83,43.9,Tuesday,12
Andhra Pradesh,cluster 3,2023-07-04-13,250150,119191,99.78,45.07,Tuesday,13
Andhra Pradesh,cluster 3,2023-07-04-14,159941,76067,99.7,46.79,Tuesday,14
Andhra Pradesh,cluster 3,2023-07-04-15,169977,82057,99.87,48.95,Tuesday,15
Andhra Pradesh,cluster 3,2023-07-04-16,285963,141569,99.86,49.66,Tuesday,16
Andhra Pradesh,cluster 3,2023-07-04-17,892000,451939,99.78,50.56,Tuesday,17
Andhra Pradesh,cluster 3,2023-07-04-18,2749223,1469299,99.85,52.55,Tuesday,18
Andhra Pradesh,cluster 3,2023-07-04-19,5157107,2876885,99.96,54.95,Tuesday,19
Andhra Pradesh,cluster 3,2023-07-04-20,7251786,4104615,99.73,56.17,Tuesday,20
Andhra Pradesh,cluster 3,2023-07-04-21,8710166,4922881,99.74,56.63,Tuesday,21
Andhra Pradesh,cluster 3,2023-07-04-22,9620341,5430374,99.88,56.74,Tuesday,22
Andhra Pradesh,cluster 3,2023-07-04-23,9649231,5463522,99.84,56.93,Tuesday,23
Andhra Pradesh,cluster 3,2023-07-05-00,9257475,5265133,99.73,57,Wednesday,0
Andhra Pradesh,cluster 3,2023-07-05-01,8521223,4840758,99.74,56.84,Wednesday,1
Andhra Pradesh,cluster 3,2023-07-05-02,7449333,4153212,99.77,56.17,Wednesday,2
Andhra Pradesh,cluster 3,2023-07-05-03,512765,243132,99.78,43.95,Wednesday,3
Andhra Pradesh,cluster 3,2023-07-05-04,250202,119287,99.82,45.26,Wednesday,4
Andhra Pradesh,cluster 3,2023-07-05-05,159876,76121,99.98,47.01,Wednesday,5
Andhra Pradesh,cluster 3,2023-07-05-06,170026,82111,99.81,49.11,Wednesday,6
Andhra Pradesh,cluster 3,2023-07-05-07,286010,141538,99.77,49.59,Wednesday,7
Andhra Pradesh,cluster 3,2023-07-05-08,892079,451995,99.81,50.55,Wednesday,8
Andhra Pradesh,cluster 3,2023-07-05-09,2749277,1469344,99.74,52.58,Wednesday,9
Andhra Pradesh,cluster 3,2023-07-05-10,5157075,2876928,99.79,54.88,Wednesday,10
Andhra Pradesh,cluster 3,2023-07-05-11,7251891,4104660,99.77,56.23,Wednesday,11
Andhra Pradesh,cluster 3,2023-07-05-12,8710230,4923047,99.79,56.66,Wednesday,12
Andhra Pradesh,cluster 3,2023-07-05-13,9620416,5430435,99.93,56.64,Wednesday,13
Andhra Pradesh,cluster 3,2023-07-05-14,9649364,5463477,99.74,56.85,Wednesday,14
Andhra Pradesh,cluster 3,2023-07-05-15,9257599,5265079,99.86,56.98,Wednesday,15
Andhra Pradesh,cluster 3,2023-07-05-16,8521332,4840801,99.31,56.79,Wednesday,16
Andhra Pradesh,cluster 3,2023-07-05-17,7449305,4153186,99.87,55.82,Wednesday,17
Andhra Pradesh,cluster 3,2023-07-05-18,512803,243273,99.82,44.15,Wednesday,18
Andhra Pradesh,cluster 3,2023-07-05-19,250255,119350,99.86,45.24,Wednesday,19
Andhra Pradesh,cluster 3,2023-07-05-20,159868,76093,99.81,47.03,Wednesday,20
Andhra Pradesh,cluster 3,2023-07-05-21,169967,82209,99.81,49.04,Wednesday,21
Andhra Pradesh,cluster 3,2023-07-05-22,286011,141513,99.97,49.75,Wednesday,22
Andhra Pradesh,cluster 3,2023-07-05-23,892227,452072,99.73,50.64,Wednesday,23
Andhra Pradesh,cluster 3,2023-07-06-00,2749187,1469375,99.92,52.62,Thursday,0
Andhra Pradesh,cluster 3,2023-07-06-01,5157062,2876929,99.83,54.9,Thursday,1
Andhra Pradesh,cluster 3,2023-07-06-02,7251851,4104663,99.8,56.26,Thursday,2
Andhra Pradesh,cluster 3,2023-07-06-03,8710133,4923024,99.76,56.66,Thursday,3
Andhra Pradesh,cluster 3,2023-07-06-04,9620246,5430528,99.74,56.7,Thursday,4
Andhra Pradesh,cluster 3,2023-07-06-05,9649315,5463512,99.73,56.93,Thursday,5
Andhra Pradesh,cluster 3,2023-07-06-06,9257534,5265102,99.78,57.02,Thursday,6
Andhra Pradesh,cluster 3,2023-07-06-07,8521282,4840872,99.77,56.88,Thursday,7
Andhra Pradesh,cluster 3,2023-07-06-08,7449393,4153128,99.75,56.17,Thursday,8
Andhra Pradesh,cluster 3,2023-07-06-09,512852,243144,99.74,44.15,Thursday,9
Andhra Pradesh,cluster 3,2023-07-06-10,250254,119310,99.88,44.97,Thursday,10
Andhra Pradesh,cluster 3,2023-07-06-11,159958,76286,99.82,46.24,Thursday,11
Andhra Pradesh,cluster 3,2023-07-06-12,170051,82164,99.7,48.91,Thursday,12
Andhra Pradesh,cluster 3,2023-07-06-13,286027,141545,99.85,49.4,Thursday,13
Andhra Pradesh,cluster 3,2023-07-06-14,892193,451977,99.89,50.33,Thursday,14
Andhra Pradesh,cluster 3,2023-07-06-15,2749259,1469426,99.88,52.47,Thursday,15
Andhra Pradesh,cluster 3,2023-07-06-16,5157134,2877063,99.85,54.88,Thursday,16
Andhra Pradesh,cluster 3,2023-07-06-17,7251950,4104702,99.75,56.28,Thursday,17
Andhra Pradesh,cluster 3,2023-07-06-18,8710201,4923135,99.76,56.59,Thursday,18
Andhra Pradesh,cluster 3,2023-07-06-19,9620347,5430605,99.89,56.66,Thursday,19
Andhra Pradesh,cluster 3,2023-07-06-20,9649406,5463618,99.73,56.87,Thursday,20
Andhra Pradesh,cluster 3,2023-07-06-21,9257659,5265220,99.79,57.02,Thursday,21
Andhra Pradesh,cluster 3,2023-07-06-22,8521272,4840809,99.76,56.81,Thursday,22
Andhra Pradesh,cluster 3,2023-07-06-23,7449291,4153241,99.76,55.81,Thursday,23
Andhra Pradesh,cluster 3,2023-07-07-00,512685,243094,99.91,39.39,Friday,0
Andhra Pradesh,cluster 3,2023-07-07-01,250167,119142,99.73,37.51,Friday,1
Andhra Pradesh,cluster 3,2023-07-07-02,159793,75983,99.92,36.25,Friday,2
Andhra Pradesh,cluster 3,2023-07-07-03,169963,81980,99.9,36.28,Friday,3
Andhra Pradesh,cluster 3,2023-07-07-04,285865,141495,99.87,37.73,Friday,4
Andhra Pradesh,cluster 3,2023-07-07-05,892028,451895,99.73,41.83,Friday,5
Andhra Pradesh,cluster 3,2023-07-07-06,2749089,1469229,99.93,46.36,Friday,6
Andhra Pradesh,cluster 3,2023-07-07-07,5156978,2876828,99.73,49.36,Friday,7
Andhra Pradesh,cluster 3,2023-07-07-08,7251842,4104448,99.88,50.88,Friday,8
Andhra Pradesh,cluster 3,2023-07-07-09,8710079,4922868,99.74,51.56,Friday,9
Andhra Pradesh,cluster 3,2023-07-07-10,9620231,5430339,99.77,52.19,Friday,10
Andhra Pradesh,cluster 3,2023-07-07-11,9649265,5463340,99.73,52.35,Friday,11
Andhra Pradesh,cluster 3,2023-07-07-12,9257507,5265090,99.79,52.18,Friday,12
Andhra Pradesh,cluster 3,2023-07-07-13,8521167,4840658,99.7,51.72,Friday,13
Andhra Pradesh,cluster 3,2023-07-07-14,7449260,4153083,99.78,50.22,Friday,14
Andhra Pradesh,cluster 3,2023-07-07-15,512764,243116,99.76,39.34,Friday,15
Andhra Pradesh,cluster 3,2023-07-07-16,250150,119279,99.75,37.84,Friday,16
Andhra Pradesh,cluster 3,2023-07-07-17,159825,76067,99.98,36.55,Friday,17
Andhra Pradesh,cluster 3,2023-07-07-18,169916,82057,99.78,36.78,Friday,18
Andhra Pradesh,cluster 3,2023-07-07-19,285928,141527,99.95,38.09,Friday,19
Andhra Pradesh,cluster 3,2023-07-07-20,892092,451899,99.76,41.83,Friday,20
Andhra Pradesh,cluster 3,2023-07-07-21,2749238,1469337,99.76,46.33,Friday,21
Andhra Pradesh,cluster 3,2023-07-07-22,5157024,2876913,99.84,49.31,Friday,22
Andhra Pradesh,cluster 3,2023-07-07-23,7251793,4104543,99.88,50.88,Friday,23
Andhra Pradesh,cluster 3,2023-07-08-00,8710128,4922979,99.87,51.63,Saturday,0
Andhra Pradesh,cluster 3,2023-07-08-01,9620297,5430398,99.76,52.19,Saturday,1
Andhra Pradesh,cluster 3,2023-07-08-02,9649243,5463477,99.82,52.37,Saturday,2
Andhra Pradesh,cluster 3,2023-07-08-03,9257470,5265081,99.73,52.28,Saturday,3
Andhra Pradesh,cluster 3,2023-07-08-04,8521264,4840753,99.74,51.75,Saturday,4
Andhra Pradesh,cluster 3,2023-07-08-05,7449279,4153210,99.84,50.3,Saturday,5
Andhra Pradesh,cluster 3,2023-07-08-06,512727,243177,99.98,39.47,Saturday,6
Andhra Pradesh,cluster 3,2023-07-08-07,250201,119271,99.78,37.84,Saturday,7
Andhra Pradesh,cluster 3,2023-07-08-08,159828,76079,99.8,36.67,Saturday,8
Andhra Pradesh,cluster 3,2023-07-08-09,169926,82062,99.88,36.6,Saturday,9
Andhra Pradesh,cluster 3,2023-07-08-10,285991,141457,99.79,37.93,Saturday,10
Andhra Pradesh,cluster 3,2023-07-08-11,892085,452076,99.75,41.84,Saturday,11
Andhra Pradesh,cluster 3,2023-07-08-12,2749227,1469215,99.89,46.28,Saturday,12
Andhra Pradesh,cluster 3,2023-07-08-13,5157005,2876823,99.84,49.36,Saturday,13
Andhra Pradesh,cluster 3,2023-07-08-14,7251808,4104548,99.74,50.84,Saturday,14
Andhra Pradesh,cluster 3,2023-07-08-15,8710129,4922948,99.78,51.59,Saturday,15
Andhra Pradesh,cluster 3,2023-07-08-16,9620269,5430467,99.76,52.18,Saturday,16
Andhra Pradesh,cluster 3,2023-07-08-17,9649316,5463481,99.86,52.37,Saturday,17
Andhra Pradesh,cluster 3,2023-07-08-18,9257521,5265051,99.89,52.28,Saturday,18
Andhra Pradesh,cluster 3,2023-07-08-19,8521197,4840713,99.77,51.71,Saturday,19
Andhra Pradesh,cluster 3,2023-07-08-20,7449391,4153158,99.8,50.19,Saturday,20
Andhra Pradesh,cluster 3,2023-07-08-21,512726,243159,99.85,39.37,Saturday,21
Andhra Pradesh,cluster 3,2023-07-08-22,250234,119222,99.96,37.98,Saturday,22
Andhra Pradesh,cluster 3,2023-07-08-23,159865,76123,99.95,36.66,Saturday,23
Andhra Pradesh,cluster 3,2023-07-09-00,170014,82083,99.73,36.37,Sunday,0
Andhra Pradesh,cluster 3,2023-07-09-01,285909,141559,99.73,37.99,Sunday,1
Andhra Pradesh,cluster 3,2023-07-09-02,892168,451967,99.73,41.94,Sunday,2
Andhra Pradesh,cluster 3,2023-07-09-03,2749153,1469376,99.93,46.29,Sunday,3
Andhra Pradesh,cluster 3,2023-07-09-04,5157072,2876940,99.73,49.33,Sunday,4
Andhra Pradesh,cluster 3,2023-07-09-05,7251866,4104642,99.84,50.84,Sunday,5
Andhra Pradesh,cluster 3,2023-07-09-06,8710188,4923123,99.79,51.6,Sunday,6
Andhra Pradesh,cluster 3,2023-07-09-07,9620311,5430431,99.75,52.2,Sunday,7
Andhra Pradesh,cluster 3,2023-07-09-08,9649383,5463542,99.85,52,Sunday,8
Andhra Pradesh,cluster 3,2023-07-09-09,9257580,5265120,99.74,52.05,Sunday,9
Andhra Pradesh,cluster 3,2023-07-09-10,8521248,4840787,99.72,51.68,Sunday,10
Andhra Pradesh,cluster 3,2023-07-09-11,7449309,4153199,99.72,50.34,Sunday,11
Andhra Pradesh,cluster 3,2023-07-09-12,512817,243094,99.86,39.53,Sunday,12
Andhra Pradesh,cluster 3,2023-07-09-13,250240,119282,99.94,37.96,Sunday,13
Andhra Pradesh,cluster 3,2023-07-09-14,159901,76109,99.83,36.38,Sunday,14
Andhra Pradesh,cluster 3,2023-07-09-15,169963,82062,99.77,36.48,Sunday,15
Andhra Pradesh,cluster 3,2023-07-09-16,285953,141511,99.73,37.83,Sunday,16
Andhra Pradesh,cluster 3,2023-07-09-17,892026,451966,99.8,41.76,Sunday,17
Andhra Pradesh,cluster 3,2023-07-09-18,2749176,1469274,99.8,46.28,Sunday,18
Andhra Pradesh,cluster 3,2023-07-09-19,5157049,2876870,99.76,49.36,Sunday,19
Andhra Pradesh,cluster 3,2023-07-09-20,7251793,4104620,99.79,50.87,Sunday,20
Andhra Pradesh,cluster 3,2023-07-09-21,8710123,4922935,99.86,51.63,Sunday,21
Andhra Pradesh,cluster 3,2023-07-09-22,9620321,5430393,99.75,52.2,Sunday,22
Andhra Pradesh,cluster 3,2023-07-09-23,9649298,5463460,99.87,52.34,Sunday,23
Andhra Pradesh,cluster 3,2023-07-10-00,9257443,5265096,99.79,52.25,Monday,0
Andhra Pradesh,cluster 3,2023-07-10-01,8521301,4840732,99.8,51.74,Monday,1
Andhra Pradesh,cluster 3,2023-07-10-02,7449390,4153174,99.72,50.36,Monday,2
Andhra Pradesh,cluster 3,2023-07-10-03,512799,243094,99.73,40.57,Monday,3
Andhra Pradesh,cluster 3,2023-07-10-04,250164,119312,99.8,38.77,Monday,4
Andhra Pradesh,cluster 3,2023-07-10-05,159906,76119,99.87,38.44,Monday,5
Andhra Pradesh,cluster 3,2023-07-10-06,170024,82146,99.79,39.13,Monday,6
Andhra Pradesh,cluster 3,2023-07-10-07,286010,141606,99.79,40.88,Monday,7
Andhra Pradesh,cluster 3,2023-07-10-08,892063,452039,99.78,43.66,Monday,8
Andhra Pradesh,cluster 3,2023-07-10-09,2749209,1469388,99.74,47.17,Monday,9
Andhra Pradesh,cluster 3,2023-07-10-10,5156993,2876932,99.76,49.48,Monday,10
Andhra Pradesh,cluster 3,2023-07-10-11,7251896,4104620,99.72,50.81,Monday,11
Andhra Pradesh,cluster 3,2023-07-10-12,8710226,4922997,99.73,51.58,Monday,12
Andhra Pradesh,cluster 3,2023-07-10-13,9620403,5430427,99.77,52.21,Monday,13
Andhra Pradesh,cluster 3,2023-07-10-14,9649321,5463489,99.85,52.49,Monday,14
Andhra Pradesh,cluster 3,2023-07-10-15,9257580,5265122,99.74,52.48,Monday,15
Andhra Pradesh,cluster 3,2023-07-10-16,8521288,4840757,99.73,51.98,Monday,16
Andhra Pradesh,cluster 3,2023-07-10-17,7449348,4153207,99.85,50.54,Monday,17
Andhra Pradesh,cluster 3,2023-07-10-18,512828,243275,99.87,40.45,Monday,18
Andhra Pradesh,cluster 3,2023-07-10-19,250216,119339,99.79,38.86,Monday,19
Andhra Pradesh,cluster 3,2023-07-10-20,159925,76069,99.8,38.52,Monday,20
Andhra Pradesh,cluster 3,2023-07-10-21,169998,82186,99.81,39.27,Monday,21
Andhra Pradesh,cluster 3,2023-07-10-22,286018,141538,99.73,40.83,Monday,22
Andhra Pradesh,cluster 3,2023-07-10-23,892218,452063,99.75,43.62,Monday,23
Andhra Pradesh,cluster 3,2023-07-11-00,2749230,1469333,99.81,47.01,Tuesday,0
Andhra Pradesh,cluster 3,2023-07-11-01,5157081,2876978,99.79,49.58,Tuesday,1
Andhra Pradesh,cluster 3,2023-07-11-02,7251850,4104616,99.86,50.76,Tuesday,2
Andhra Pradesh,cluster 3,2023-07-11-03,8710132,4922991,99.73,51.56,Tuesday,3
Andhra Pradesh,cluster 3,2023-07-11-04,9620323,5430451,99.78,52.25,Tuesday,4
Andhra Pradesh,cluster 3,2023-07-11-05,9649379,5463452,99.74,52.46,Tuesday,5
Andhra Pradesh,cluster 3,2023-07-11-06,9257512,5265129,99.97,52.54,Tuesday,6
Andhra Pradesh,cluster 3,2023-07-11-07,8521362,4840804,99.87,52,Tuesday,7
Andhra Pradesh,cluster 3,2023-07-11-08,7449416,4153136,99.74,50.51,Tuesday,8
Andhra Pradesh,cluster 3,2023-07-11-09,512774,243207,99.79,40.43,Tuesday,9
Andhra Pradesh,cluster 3,2023-07-11-10,250238,119287,99.79,39.12,Tuesday,10
Andhra Pradesh,cluster 3,2023-07-11-11,159986,76241,99.79,38.8,Tuesday,11
Andhra Pradesh,cluster 3,2023-07-11-12,170074,82180,99.87,39.37,Tuesday,12
Andhra Pradesh,cluster 3,2023-07-11-13,286019,141538,99.97,41,Tuesday,13
Andhra Pradesh,cluster 3,2023-07-11-14,892166,452028,99.74,43.57,Tuesday,14
Andhra Pradesh,cluster 3,2023-07-11-15,2749249,1469406,99.7,47.1,Tuesday,15
Andhra Pradesh,cluster 3,2023-07-11-16,5157145,2877032,99.95,49.51,Tuesday,16
Andhra Pradesh,cluster 3,2023-07-11-17,7251929,4104675,99.81,50.83,Tuesday,17
Andhra Pradesh,cluster 3,2023-07-11-18,8710203,4923075,99.88,51.57,Tuesday,18
Andhra Pradesh,cluster 3,2023-07-11-19,9620337,5430582,99.74,52.21,Tuesday,19
Andhra Pradesh,cluster 3,2023-07-11-20,9649331,5463574,99.81,52.47,Tuesday,20
Andhra Pradesh,cluster 3,2023-07-11-21,9257593,5265149,99.78,52.45,Tuesday,21
Andhra Pradesh,cluster 3,2023-07-11-22,8521284,4840812,99.75,52,Tuesday,22
Andhra Pradesh,cluster 3,2023-07-11-23,7449339,4153245,99.73,50.62,Tuesday,23
Andhra Pradesh,cluster 4,2023-06-27-00,515081,244289,99.81,47.43,Tuesday,0
Andhra Pradesh,cluster 4,2023-06-27-01,252977,119678,99.81,47.31,Tuesday,1
Andhra Pradesh,cluster 4,2023-06-27-02,158885,75352,99.81,47.43,Tuesday,2
Andhra Pradesh,cluster 4,2023-06-27-03,169142,81928,99.82,48.44,Tuesday,3
Andhra Pradesh,cluster 4,2023-06-27-04,286950,141698,99.79,49.38,Tuesday,4
Andhra Pradesh,cluster 4,2023-06-27-05,889362,450763,99.79,50.68,Tuesday,5
Andhra Pradesh,cluster 4,2023-06-27-06,2736203,1464277,99.81,53.51,Tuesday,6
Andhra Pradesh,cluster 4,2023-06-27-07,5154413,2874994,99.82,55.78,Tuesday,7
Andhra Pradesh,cluster 4,2023-06-27-08,7247775,4102761,99.82,56.61,Tuesday,8
Andhra Pradesh,cluster 4,2023-06-27-09,8701869,4919529,99.81,56.53,Tuesday,9
Andhra Pradesh,cluster 4,2023-06-27-10,9592881,5417099,99.79,56.47,Tuesday,10
Andhra Pradesh,cluster 4,2023-06-27-11,9637638,5452055,99.78,56.57,Tuesday,11
Andhra Pradesh,cluster 4,2023-06-27-12,9241941,5254554,99.78,56.86,Tuesday,12
Andhra Pradesh,cluster 4,2023-06-27-13,8512458,4835461,99.78,56.8,Tuesday,13
Andhra Pradesh,cluster 4,2023-06-27-14,7437240,4146711,99.78,55.76,Tuesday,14
Andhra Pradesh,cluster 4,2023-06-27-15,515156,244307,99.76,47.42,Tuesday,15
Andhra Pradesh,cluster 4,2023-06-27-16,253046,119767,99.85,47.33,Tuesday,16
Andhra Pradesh,cluster 4,2023-06-27-17,158959,75360,99.77,47.41,Tuesday,17
Andhra Pradesh,cluster 4,2023-06-27-18,169230,81934,99.76,48.42,Tuesday,18
Andhra Pradesh,cluster 4,2023-06-27-19,287008,141784,99.91,49.4,Tuesday,19
Andhra Pradesh,cluster 4,2023-06-27-20,889378,450780,99.79,50.68,Tuesday,20
Andhra Pradesh,cluster 4,2023-06-27-21,2736229,1464331,99.88,53.52,Tuesday,21
Andhra Pradesh,cluster 4,2023-06-27-22,5154436,2875089,99.82,55.78,Tuesday,22
Andhra Pradesh,cluster 4,2023-06-27-23,7247836,4102831,99.87,56.61,Tuesday,23
Andhra Pradesh,cluster 4,2023-06-28-00,8701897,4919581,99.84,56.53,Wednesday,0
Andhra Pradesh,cluster 4,2023-06-28-01,9592969,5417162,99.85,56.47,Wednesday,1
Andhra Pradesh,cluster 4,2023-06-28-02,9637675,5452075,99.88,56.57,Wednesday,2
Andhra Pradesh,cluster 4,2023-06-28-03,9241978,5254608,99.81,56.86,Wednesday,3
Andhra Pradesh,cluster 4,2023-06-28-04,8512521,4835490,99.73,56.8,Wednesday,4
Andhra Pradesh,cluster 4,2023-06-28-05,7437291,4146752,99.74,55.76,Wednesday,5
Andhra Pradesh,cluster 4,2023-06-28-06,515132,244375,99.8,47.44,Wednesday,6
Andhra Pradesh,cluster 4,2023-06-28-07,253061,119750,99.76,47.32,Wednesday,7
Andhra Pradesh,cluster 4,2023-06-28-08,158899,75435,99.78,47.47,Wednesday,8
Andhra Pradesh,cluster 4,2023-06-28-09,169196,81939,99.78,48.43,Wednesday,9
Andhra Pradesh,cluster 4,2023-06-28-10,287020,141733,99.72,49.38,Wednesday,10
Andhra Pradesh,cluster 4,2023-06-28-11,889364,450850,99.8,50.69,Wednesday,11
Andhra Pradesh,cluster 4,2023-06-28-12,2736259,1464370,99.74,53.52,Wednesday,12
Andhra Pradesh,cluster 4,2023-06-28-13,5154490,2875033,99.86,55.78,Wednesday,13
Andhra Pradesh,cluster 4,2023-06-28-14,7247835,4102828,99.8,56.61,Wednesday,14
Andhra Pradesh,cluster 4,2023-06-28-15,8701877,4919549,99.75,56.53,Wednesday,15
Andhra Pradesh,cluster 4,2023-06-28-16,9592898,5417126,99.79,56.47,Wednesday,16
Andhra Pradesh,cluster 4,2023-06-28-17,9637649,5452101,99.77,56.57,Wednesday,17
Andhra Pradesh,cluster 4,2023-06-28-18,9241986,5254558,99.81,56.86,Wednesday,18
Andhra Pradesh,cluster 4,2023-06-28-19,8512528,4835545,99.8,56.81,Wednesday,19
Andhra Pradesh,cluster 4,2023-06-28-20,7437260,4146720,99.98,55.76,Wednesday,20
Andhra Pradesh,cluster 4,2023-06-28-21,515244,244321,99.75,47.42,Wednesday,21
Andhra Pradesh,cluster 4,2023-06-28-22,253051,119861,99.84,47.37,Wednesday,22
Andhra Pradesh,cluster 4,2023-06-28-23,159030,75414,99.89,47.42,Wednesday,23
Andhra Pradesh,cluster 4,2023-06-29-00,169258,81966,99.77,48.43,Thursday,0
Andhra Pradesh,cluster 4,2023-06-29-01,287016,141830,99.97,49.42,Thursday,1
Andhra Pradesh,cluster 4,2023-06-29-02,889381,450828,99.89,50.69,Thursday,2
Andhra Pradesh,cluster 4,2023-06-29-03,2736321,1464339,99.84,53.51,Thursday,3
Andhra Pradesh,cluster 4,2023-06-29-04,5154483,2875183,99.78,55.78,Thursday,4
Andhra Pradesh,cluster 4,2023-06-29-05,7247927,4102884,99.74,56.61,Thursday,5
Andhra Pradesh,cluster 4,2023-06-29-06,8701955,4919640,99.79,56.53,Thursday,6
Andhra Pradesh,cluster 4,2023-06-29-07,9593043,5417214,99.79,56.47,Thursday,7
Andhra Pradesh,cluster 4,2023-06-29-08,9637772,5452110,99.77,56.57,Thursday,8
Andhra Pradesh,cluster 4,2023-06-29-09,9241992,5254632,99.93,56.86,Thursday,9
Andhra Pradesh,cluster 4,2023-06-29-10,8512587,4835517,99.76,56.8,Thursday,10
Andhra Pradesh,cluster 4,2023-06-29-11,7437341,4146832,99.95,55.76,Thursday,11
Andhra Pradesh,cluster 4,2023-06-29-12,515102,244326,99.84,47.43,Thursday,12
Andhra Pradesh,cluster 4,2023-06-29-13,253035,119683,99.88,47.3,Thursday,13
Andhra Pradesh,cluster 4,2023-06-29-14,158968,75450,99.72,47.46,Thursday,14
Andhra Pradesh,cluster 4,2023-06-29-15,169179,81960,99.79,48.45,Thursday,15
Andhra Pradesh,cluster 4,2023-06-29-16,287032,141748,99.72,49.38,Thursday,16
Andhra Pradesh,cluster 4,2023-06-29-17,889411,450784,99.73,50.68,Thursday,17
Andhra Pradesh,cluster 4,2023-06-29-18,2736267,1464344,99.92,53.52,Thursday,18
Andhra Pradesh,cluster 4,2023-06-29-19,5154447,2875069,99.98,55.78,Thursday,19
Andhra Pradesh,cluster 4,2023-06-29-20,7247840,4102843,99.7,56.61,Thursday,20
Andhra Pradesh,cluster 4,2023-06-29-21,8701958,4919546,99.79,56.53,Thursday,21
Andhra Pradesh,cluster 4,2023-06-29-22,9592975,5417147,99.81,56.47,Thursday,22
Andhra Pradesh,cluster 4,2023-06-29-23,9637663,5452143,99.74,56.57,Thursday,23
Andhra Pradesh,cluster 4,2023-06-30-00,9241992,5254607,99.87,56.86,Friday,0
Andhra Pradesh,cluster 4,2023-06-30-01,8512539,4835463,99.76,56.8,Friday,1
Andhra Pradesh,cluster 4,2023-06-30-02,7437278,4146732,99.77,55.76,Friday,2
Andhra Pradesh,cluster 4,2023-06-30-03,515171,244369,99.84,47.43,Friday,3
Andhra Pradesh,cluster 4,2023-06-30-04,253057,119814,99.75,47.35,Friday,4
Andhra Pradesh,cluster 4,2023-06-30-05,159052,75412,99.79,47.41,Friday,5
Andhra Pradesh,cluster 4,2023-06-30-06,169287,81935,99.78,48.4,Friday,6
Andhra Pradesh,cluster 4,2023-06-30-07,287098,141833,99.76,49.4,Friday,7
Andhra Pradesh,cluster 4,2023-06-30-08,889471,450793,99.7,50.68,Friday,8
Andhra Pradesh,cluster 4,2023-06-30-09,2736231,1464395,99.76,53.52,Friday,9
Andhra Pradesh,cluster 4,2023-06-30-10,5154473,2875126,99.78,55.78,Friday,10
Andhra Pradesh,cluster 4,2023-06-30-11,7247913,4102865,99.85,56.61,Friday,11
Andhra Pradesh,cluster 4,2023-06-30-12,8701951,4919640,99.88,56.53,Friday,12
Andhra Pradesh,cluster 4,2023-06-30-13,9593037,5417213,99.81,56.47,Friday,13
Andhra Pradesh,cluster 4,2023-06-30-14,9637716,5452130,99.75,56.57,Friday,14
Andhra Pradesh,cluster 4,2023-06-30-15,9242010,5254628,99.73,56.86,Friday,15
Andhra Pradesh,cluster 4,2023-06-30-16,8512602,4835565,99.95,56.8,Friday,16
Andhra Pradesh,cluster 4,2023-06-30-17,7437332,4146765,99.85,55.76,Friday,17
Andhra Pradesh,cluster 4,2023-06-30-18,515210,244470,99.9,47.45,Friday,18
Andhra Pradesh,cluster 4,2023-06-30-19,253144,119836,99.72,47.34,Friday,19
Andhra Pradesh,cluster 4,2023-06-30-20,158931,75486,99.76,47.5,Friday,20
Andhra Pradesh,cluster 4,2023-06-30-21,169260,82024,99.78,48.46,Friday,21
Andhra Pradesh,cluster 4,2023-06-30-22,287038,141786,99.87,49.4,Friday,22
Andhra Pradesh,cluster 4,2023-06-30-23,889403,450857,99.73,50.69,Friday,23
Andhra Pradesh,cluster 4,2023-07-01-00,2736344,1464402,99.82,53.52,Saturday,0
Andhra Pradesh,cluster 4,2023-07-01-01,5154583,2875124,99.84,55.78,Saturday,1
Andhra Pradesh,cluster 4,2023-07-01-02,7247927,4102828,99.81,56.61,Saturday,2
